contig_id,feature_type,start,end,strand,length_bp,locus_tag,gene,product,protein_id,ec_number,db_xref,inference,cumulative_start,cumulative_end
S1A_contig_001,CDS,137720,138590,+,870,PROKKA_00137,ybbH_1,putative HTH-type transcriptional regulator YbbH,BS:PROKKA_00137,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q45581,137720,138590
S1A_contig_001,CDS,138827,139757,+,930,PROKKA_00138,murQ_1,N-acetylmuramic acid 6-phosphate etherase,BS:PROKKA_00138,4.2.1.126,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P44862,138827,139757
S1A_contig_001,CDS,139743,141735,+,1992,PROKKA_00139,,PTS system EIIBC component,BS:PROKKA_00139,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A804,139743,141735
S1A_contig_001,CDS,142202,143366,-,1164,PROKKA_00140,,hypothetical protein,BS:PROKKA_00140,,,ab initio prediction:Prodigal:2.6,142202,143366
S1A_contig_001,CDS,143431,144820,-,1389,PROKKA_00141,dnaC,Replicative DNA helicase,BS:PROKKA_00141,3.6.4.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37469,143431,144820
S1A_contig_001,CDS,145061,145517,-,456,PROKKA_00142,rplI,50S ribosomal protein L9,BS:PROKKA_00142,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P02417,145061,145517
S1A_contig_001,CDS,145532,147539,-,2007,PROKKA_00143,nrnA_1,Bifunctional oligoribonuclease and PAP phosphatase NrnA,BS:PROKKA_00143,3.1.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5SM25,145532,147539
S1A_contig_001,CDS,147850,148150,-,300,PROKKA_00144,,hypothetical protein,BS:PROKKA_00144,,,ab initio prediction:Prodigal:2.6,147850,148150
S1A_contig_001,CDS,148235,148823,-,588,PROKKA_00145,,Phospholipase A2,BS:PROKKA_00145,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00068.1,148235,148823
S1A_contig_001,CDS,149158,150025,-,867,PROKKA_00146,,EamA-like transporter family protein,BS:PROKKA_00146,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00892.14,149158,150025
S1A_contig_001,CDS,150017,150431,-,414,PROKKA_00147,,hypothetical protein,BS:PROKKA_00147,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK08999,150017,150431
S1A_contig_001,CDS,150717,151095,-,378,PROKKA_00148,,hypothetical protein,BS:PROKKA_00148,,,ab initio prediction:Prodigal:2.6,150717,151095
S1A_contig_001,CDS,151290,152349,-,1059,PROKKA_00149,asd,Aspartate-semialdehyde dehydrogenase,BS:PROKKA_00149,1.2.1.11,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q04797,151290,152349
S1A_contig_001,CDS,152352,153360,-,1008,PROKKA_00150,dapF,Diaminopimelate epimerase,BS:PROKKA_00150,5.1.1.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q1WTU5,152352,153360
S1A_contig_001,CDS,153361,154741,-,1380,PROKKA_00151,yclM_1,Aspartokinase 3,BS:PROKKA_00151,2.7.2.4,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P94417,153361,154741
S1A_contig_001,CDS,155456,156803,+,1347,PROKKA_00152,lysA,Diaminopimelate decarboxylase,BS:PROKKA_00152,4.1.1.20,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A5M4,155456,156803
S1A_contig_001,CDS,156813,157518,+,705,PROKKA_00153,dapH,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",BS:PROKKA_00153,2.3.1.89,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q836H8,156813,157518
S1A_contig_001,CDS,157525,158677,+,1152,PROKKA_00154,,N-acetyldiaminopimelate deacetylase,BS:PROKKA_00154,3.5.1.47,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:D5E0A1,157525,158677
S1A_contig_001,CDS,158820,159726,+,906,PROKKA_00155,dapA_1,4-hydroxy-tetrahydrodipicolinate synthase,BS:PROKKA_00155,4.3.3.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q97R25,158820,159726
S1A_contig_001,CDS,159722,160490,+,768,PROKKA_00156,dapB,4-hydroxy-tetrahydrodipicolinate reductase,BS:PROKKA_00156,1.17.1.8,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P63895,159722,160490
S1A_contig_001,CDS,160915,161422,-,507,PROKKA_00157,,hypothetical protein,BS:PROKKA_00157,,,ab initio prediction:Prodigal:2.6,160915,161422
S1A_contig_001,CDS,161710,162220,-,510,PROKKA_00158,,hypothetical protein,BS:PROKKA_00158,,,ab initio prediction:Prodigal:2.6,161710,162220
S1A_contig_001,CDS,162438,163161,+,723,PROKKA_00159,,hypothetical protein,BS:PROKKA_00159,,,ab initio prediction:Prodigal:2.6,162438,163161
S1A_contig_001,CDS,163144,163519,-,375,PROKKA_00160,,hypothetical protein,BS:PROKKA_00160,,,ab initio prediction:Prodigal:2.6,163144,163519
S1A_contig_001,CDS,163640,164219,-,579,PROKKA_00161,,DNA-binding transcriptional regulator EnvR,BS:PROKKA_00161,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK09975,163640,164219
S1A_contig_001,CDS,164377,166204,+,1827,PROKKA_00162,stp_1,Multidrug resistance protein stp,BS:PROKKA_00162,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P71879,164377,166204
S1A_contig_001,CDS,166335,167478,-,1143,PROKKA_00163,,hypothetical protein,BS:PROKKA_00163,,,ab initio prediction:Prodigal:2.6,166335,167478
S1A_contig_001,CDS,168308,169334,+,1026,PROKKA_00164,trpD,Anthranilate phosphoribosyltransferase,BS:PROKKA_00164,2.4.2.18,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P00500,168308,169334
S1A_contig_001,CDS,169330,170113,+,783,PROKKA_00165,trpC,Indole-3-glycerol phosphate synthase,BS:PROKKA_00165,4.1.1.48,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:A0QX95,169330,170113
S1A_contig_001,CDS,170140,170740,+,600,PROKKA_00166,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,BS:PROKKA_00166,5.3.1.24,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q56320,170140,170740
S1A_contig_001,CDS,170723,171944,+,1221,PROKKA_00167,trpB,Tryptophan synthase beta chain,BS:PROKKA_00167,4.2.1.20,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q81TL8,170723,171944
S1A_contig_001,CDS,171936,172731,+,795,PROKKA_00168,trpA,Tryptophan synthase alpha chain,BS:PROKKA_00168,4.2.1.20,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O67502,171936,172731
S1A_contig_001,CDS,173344,174004,-,660,PROKKA_00169,aadR,Transcriptional activatory protein AadR,BS:PROKKA_00169,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q01980,173344,174004
S1A_contig_001,CDS,174052,174637,-,585,PROKKA_00170,,hypothetical protein,BS:PROKKA_00170,,,ab initio prediction:Prodigal:2.6,174052,174637
S1A_contig_001,CDS,174784,175012,-,228,PROKKA_00171,,zinc/cadmium/mercury/lead-transporting ATPase,BS:PROKKA_00171,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK11033,174784,175012
S1A_contig_001,CDS,175031,176888,-,1857,PROKKA_00172,zosA_2,Zinc-transporting ATPase,BS:PROKKA_00172,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31688,175031,176888
S1A_contig_001,CDS,177232,177454,+,222,PROKKA_00173,,hypothetical protein,BS:PROKKA_00173,,,ab initio prediction:Prodigal:2.6,177232,177454
S1A_contig_001,CDS,177519,178173,+,654,PROKKA_00174,,CAAX amino terminal protease self- immunity,BS:PROKKA_00174,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02517.10,177519,178173
S1A_contig_001,CDS,178796,180050,+,1254,PROKKA_00175,opuCA_1,Carnitine transport ATP-binding protein OpuCA,BS:PROKKA_00175,3.6.3.32,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9KHT9,178796,180050
S1A_contig_001,CDS,180052,180682,+,630,PROKKA_00176,opuCB,Carnitine transport permease protein OpuCB,BS:PROKKA_00176,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9KHT8,180052,180682
S1A_contig_001,CDS,180693,181623,+,930,PROKKA_00177,opuCC,Glycine betaine/carnitine/choline-binding protein OpuCC precursor,BS:PROKKA_00177,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32243,180693,181623
S1A_contig_001,CDS,181622,182285,+,663,PROKKA_00178,opuCD,Carnitine transport permease protein OpuCD,BS:PROKKA_00178,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9KHT6,181622,182285
S1A_contig_001,CDS,182498,182759,+,261,PROKKA_00179,,hypothetical protein,BS:PROKKA_00179,,,ab initio prediction:Prodigal:2.6,182498,182759
S1A_contig_001,CDS,183009,183612,+,603,PROKKA_00180,bm3R1_1,HTH-type transcriptional repressor Bm3R1,BS:PROKKA_00180,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P43506,183009,183612
S1A_contig_001,CDS,183608,186920,+,3312,PROKKA_00181,ydgH,Putative membrane protein YdgH,BS:PROKKA_00181,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96706,183608,186920
S1A_contig_001,CDS,187084,187225,-,141,PROKKA_00182,,hypothetical protein,BS:PROKKA_00182,,,ab initio prediction:Prodigal:2.6,187084,187225
S1A_contig_001,CDS,187601,188975,+,1374,PROKKA_00183,bmr3_2,Multidrug resistance protein 3,BS:PROKKA_00183,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96712,187601,188975
S1A_contig_001,CDS,189312,190905,-,1593,PROKKA_00184,msbA_1,Lipid A export ATP-binding/permease protein MsbA,BS:PROKKA_00184,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P63359,189312,190905
S1A_contig_001,CDS,190973,191873,+,900,PROKKA_00185,,Helix-turn-helix domain protein,BS:PROKKA_00185,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12844.1,190973,191873
S1A_contig_001,CDS,192061,192382,-,321,PROKKA_00186,,hypothetical protein,BS:PROKKA_00186,,,ab initio prediction:Prodigal:2.6,192061,192382
S1A_contig_001,CDS,192446,192800,-,354,PROKKA_00187,,hypothetical protein,BS:PROKKA_00187,,,ab initio prediction:Prodigal:2.6,192446,192800
S1A_contig_001,CDS,193076,193769,-,693,PROKKA_00188,ydfH_1,putative HTH-type transcriptional regulator YdfH,BS:PROKKA_00188,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0ACM2,193076,193769
S1A_contig_001,CDS,194166,194817,+,651,PROKKA_00189,kdgA_1,KHG/KDPG aldolase,BS:PROKKA_00189,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P50846,194166,194817
S1A_contig_001,CDS,195332,196037,+,705,PROKKA_00190,,CAAX amino terminal protease self- immunity,BS:PROKKA_00190,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02517.10,195332,196037
S1A_contig_001,CDS,196150,196264,-,114,PROKKA_00191,,hypothetical protein,BS:PROKKA_00191,,,ab initio prediction:Prodigal:2.6,196150,196264
S1A_contig_001,CDS,196363,196579,+,216,PROKKA_00192,,hypothetical protein,BS:PROKKA_00192,,,ab initio prediction:Prodigal:2.6,196363,196579
S1A_contig_001,CDS,197012,197801,+,789,PROKKA_00193,,CAAX amino terminal protease self- immunity,BS:PROKKA_00193,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02517.10,197012,197801
S1A_contig_001,CDS,198152,198368,+,216,PROKKA_00194,,hypothetical protein,BS:PROKKA_00194,,,ab initio prediction:Prodigal:2.6,198152,198368
S1A_contig_001,CDS,198720,199011,+,291,PROKKA_00195,,hypothetical protein,BS:PROKKA_00195,,,ab initio prediction:Prodigal:2.6,198720,199011
S1A_contig_001,CDS,199248,199578,-,330,PROKKA_00196,,Branched-chain amino acid transport protein (AzlD),BS:PROKKA_00196,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF05437.6,199248,199578
S1A_contig_001,CDS,199564,200275,-,711,PROKKA_00197,ygaZ,Inner membrane protein YgaZ,BS:PROKKA_00197,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P76630,199564,200275
S1A_contig_001,CDS,200625,200835,+,210,PROKKA_00198,,hypothetical protein,BS:PROKKA_00198,,,ab initio prediction:Prodigal:2.6,200625,200835
S1A_contig_001,CDS,200855,201062,+,207,PROKKA_00199,,hypothetical protein,BS:PROKKA_00199,,,ab initio prediction:Prodigal:2.6,200855,201062
S1A_contig_001,CDS,201030,202770,+,1740,PROKKA_00200,,hypothetical protein,BS:PROKKA_00200,,,ab initio prediction:Prodigal:2.6,201030,202770
S1A_contig_001,CDS,203014,203488,-,474,PROKKA_00201,,hypothetical protein,BS:PROKKA_00201,,,ab initio prediction:Prodigal:2.6,203014,203488
S1A_contig_001,CDS,203844,204456,+,612,PROKKA_00202,,hypothetical protein,BS:PROKKA_00202,,,ab initio prediction:Prodigal:2.6,203844,204456
S1A_contig_001,CDS,204628,205261,-,633,PROKKA_00203,,hypothetical protein,BS:PROKKA_00203,,,ab initio prediction:Prodigal:2.6,204628,205261
S1A_contig_001,CDS,205455,206898,-,1443,PROKKA_00204,pepD,Dipeptidase,BS:PROKKA_00204,3.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8G6Z9,205455,206898
S1A_contig_001,CDS,207138,207498,+,360,PROKKA_00205,,hypothetical protein,BS:PROKKA_00205,,,ab initio prediction:Prodigal:2.6,207138,207498
S1A_contig_001,CDS,208140,209517,-,1377,PROKKA_00206,mntH_1,Divalent metal cation transporter MntH,BS:PROKKA_00206,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q93V04,208140,209517
S1A_contig_001,CDS,209568,209727,-,159,PROKKA_00207,,hypothetical protein,BS:PROKKA_00207,,,ab initio prediction:Prodigal:2.6,209568,209727
S1A_contig_001,CDS,209745,210384,+,639,PROKKA_00208,yvdT,putative HTH-type transcriptional regulator YvdT,BS:PROKKA_00208,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O07001,209745,210384
S1A_contig_001,CDS,210432,211326,+,894,PROKKA_00209,,CorA-like Mg2+ transporter protein,BS:PROKKA_00209,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01544.12,210432,211326
S1A_contig_001,CDS,211490,212168,-,678,PROKKA_00210,,Rhomboid family protein,BS:PROKKA_00210,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01694.16,211490,212168
S1A_contig_001,CDS,212323,212548,-,225,PROKKA_00211,,hypothetical protein,BS:PROKKA_00211,,,ab initio prediction:Prodigal:2.6,212323,212548
S1A_contig_001,CDS,212887,213493,-,606,PROKKA_00212,,hypothetical protein,BS:PROKKA_00212,,,ab initio prediction:Prodigal:2.6,212887,213493
S1A_contig_001,CDS,213670,214444,+,774,PROKKA_00213,,hypothetical protein,BS:PROKKA_00213,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10621,213670,214444
S1A_contig_001,CDS,214788,216939,+,2151,PROKKA_00214,,Putative peptidoglycan binding domain protein,BS:PROKKA_00214,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01471.12,214788,216939
S1A_contig_001,CDS,216958,217462,+,504,PROKKA_00215,,hypothetical protein,BS:PROKKA_00215,,,ab initio prediction:Prodigal:2.6,216958,217462
S1A_contig_001,CDS,217394,218075,-,681,PROKKA_00216,,hypothetical protein,BS:PROKKA_00216,,,ab initio prediction:Prodigal:2.6,217394,218075
S1A_contig_001,CDS,218300,218621,-,321,PROKKA_00217,,hypothetical protein,BS:PROKKA_00217,,,ab initio prediction:Prodigal:2.6,218300,218621
S1A_contig_001,CDS,218625,219432,-,807,PROKKA_00218,ybiV,Sugar phosphatase YbiV,BS:PROKKA_00218,3.1.3.23,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P75792,218625,219432
S1A_contig_001,CDS,219475,220027,-,552,PROKKA_00219,,hypothetical protein,BS:PROKKA_00219,,,ab initio prediction:Prodigal:2.6,219475,220027
S1A_contig_001,CDS,220306,221008,+,702,PROKKA_00220,,putative ABC transporter ATP-binding protein/MT1014,BS:PROKKA_00220,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O53899,220306,221008
S1A_contig_001,CDS,221020,223594,+,2574,PROKKA_00221,,FtsX-like permease family protein,BS:PROKKA_00221,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02687.15,221020,223594
S1A_contig_001,CDS,223797,225033,+,1236,PROKKA_00222,,N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor,BS:PROKKA_00222,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q2G222,223797,225033
S1A_contig_001,CDS,225521,225701,+,180,PROKKA_00223,,hypothetical protein,BS:PROKKA_00223,,,ab initio prediction:Prodigal:2.6,225521,225701
S1A_contig_001,CDS,225751,225934,+,183,PROKKA_00224,,hypothetical protein,BS:PROKKA_00224,,,ab initio prediction:Prodigal:2.6,225751,225934
S1A_contig_001,CDS,226013,226871,+,858,PROKKA_00225,,CAAX amino terminal protease self- immunity,BS:PROKKA_00225,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02517.10,226013,226871
S1A_contig_001,CDS,227149,227452,+,303,PROKKA_00226,,hypothetical protein,BS:PROKKA_00226,,,ab initio prediction:Prodigal:2.6,227149,227452
S1A_contig_001,CDS,228456,229050,+,594,PROKKA_00227,,hypothetical protein,BS:PROKKA_00227,,,ab initio prediction:Prodigal:2.6,228456,229050
S1A_contig_001,CDS,229122,229347,-,225,PROKKA_00228,,hypothetical protein,BS:PROKKA_00228,,,ab initio prediction:Prodigal:2.6,229122,229347
S1A_contig_001,CDS,229343,230363,-,1020,PROKKA_00229,cydB_1,Cytochrome bd-I ubiquinol oxidase subunit 2,BS:PROKKA_00229,1.10.3.10,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0ABK2,229343,230363
S1A_contig_001,CDS,230355,231834,-,1479,PROKKA_00230,appC,Cytochrome bd-II ubiquinol oxidase subunit 1,BS:PROKKA_00230,1.10.3.10,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P26459,230355,231834
S1A_contig_001,CDS,232275,232512,-,237,PROKKA_00231,rpsR,30S ribosomal protein S18,BS:PROKKA_00231,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P66468,232275,232512
S1A_contig_001,CDS,232598,233195,-,597,PROKKA_00232,ssb_1,Single-stranded DNA-binding protein ssb,BS:PROKKA_00232,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37455,232598,233195
S1A_contig_001,CDS,233225,233522,-,297,PROKKA_00233,rpsF,30S ribosomal protein S6,BS:PROKKA_00233,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P21468,233225,233522
S1A_contig_001,CDS,233649,234081,-,432,PROKKA_00234,ssb_2,Single-stranded DNA-binding protein ssb,BS:PROKKA_00234,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37455,233649,234081
S1A_contig_001,CDS,234263,234968,+,705,PROKKA_00235,deoC2,Deoxyribose-phosphate aldolase 2,BS:PROKKA_00235,4.1.2.4,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P99174,234263,234968
S1A_contig_001,CDS,235072,237694,-,2622,PROKKA_00236,gyrA,DNA gyrase subunit A,BS:PROKKA_00236,5.99.1.3,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P05653,235072,237694
S1A_contig_001,CDS,237755,239717,-,1962,PROKKA_00237,gyrB,DNA gyrase subunit B,BS:PROKKA_00237,5.99.1.3,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P66937,237755,239717
S1A_contig_001,CDS,239969,241085,-,1116,PROKKA_00238,recF,DNA replication and repair protein RecF,BS:PROKKA_00238,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9RVE0,239969,241085
S1A_contig_001,CDS,241081,241294,-,213,PROKKA_00239,,ribosome-associated protein,BS:PROKKA_00239,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK11507,241081,241294
S1A_contig_001,CDS,241864,242047,+,183,PROKKA_00240,,hypothetical protein,BS:PROKKA_00240,,,ab initio prediction:Prodigal:2.6,241864,242047
S1A_contig_001,CDS,242146,243286,-,1140,PROKKA_00241,dnaN,DNA polymerase III subunit beta,BS:PROKKA_00241,2.7.7.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P99103,242146,243286
S1A_contig_001,CDS,243458,244808,-,1350,PROKKA_00242,dnaA,Chromosomal replication initiator protein DnaA,BS:PROKKA_00242,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P05648,243458,244808
S1A_contig_001,CDS,245615,245756,+,141,PROKKA_00243,rpmH,50S ribosomal protein L34,BS:PROKKA_00243,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P23376,245615,245756
S1A_contig_001,CDS,245916,246441,+,525,PROKKA_00244,rnpA,Ribonuclease P protein component,BS:PROKKA_00244,3.1.26.5,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P25814,245916,246441
S1A_contig_001,CDS,246585,247422,+,837,PROKKA_00245,misCA,Membrane protein insertase MisCA precursor,BS:PROKKA_00245,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q01625,246585,247422
S1A_contig_001,CDS,247439,248204,+,765,PROKKA_00246,,R3H domain protein,BS:PROKKA_00246,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01424.16,247439,248204
S1A_contig_001,CDS,248626,250015,+,1389,PROKKA_00247,mnmE,tRNA modification GTPase MnmE,BS:PROKKA_00247,3.6.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8YN91,248626,250015
S1A_contig_001,CDS,250056,251958,+,1902,PROKKA_00248,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,BS:PROKKA_00248,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P64230,250056,251958
S1A_contig_001,CDS,252220,252430,+,210,PROKKA_00249,,hypothetical protein,BS:PROKKA_00249,,,ab initio prediction:Prodigal:2.6,252220,252430
S1A_contig_001,CDS,252591,253356,+,765,PROKKA_00250,yjjP,Inner membrane protein YjjP,BS:PROKKA_00250,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0ADD5,252591,253356
S1A_contig_001,CDS,253357,253846,+,489,PROKKA_00251,,hypothetical protein,BS:PROKKA_00251,,,ab initio prediction:Prodigal:2.6,253357,253846
S1A_contig_001,CDS,253842,255042,+,1200,PROKKA_00252,amaA,N-acyl-L-amino acid amidohydrolase,BS:PROKKA_00252,3.5.1.14,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37112,253842,255042
S1A_contig_001,CDS,255185,256271,-,1086,PROKKA_00253,gldA,Glycerol dehydrogenase,BS:PROKKA_00253,1.1.1.6,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9WYQ4,255185,256271
